question_code,category,exception_code,severity,question_text,exception_description_response,check_type,selling_guide_citations,p0_status_loan_12607601215,status_reason_category,status_reason_detail,engine_message
O-FNM-15307,Credit - Liabilities,O-FNM-50015,Critical,Were all traditional credit history requirements met?,The borrower has a late housing obligation payment or mortgage payment in the credit history or separate verification and the existence of the late payment(s) did not meet guidelines.,threshold_eligibility,B3-5.3-03 Previous Mortgage Payment History; B3-5.3-04 Inquiries: Recent Attempts to Obtain New Credit; B3-5.3-07 Significant Derogatory Credit Events — Waiting Periods and Re-establishing Credit; B3-5.3-08 Extenuating Circumstances for Derogatory Credit,NOT_COMPILED,NOT_COMPILED_THRESHOLD_NOT_PARSEABLE,"Rule cites a threshold but the compiler could not extract one unambiguous number+direction from the text (compile-time gap, same for every loan)",
O-FNM-15307,Credit - Liabilities,O-FNM-50267,Critical,Were all traditional credit history requirements met?,"In a manual underwrite, authorized user accounts were included without supporting documentation evidencing the borrower was the sole payer of the account for at least 12 months.",doc_presence,B3-5.3-03 Previous Mortgage Payment History; B3-5.3-04 Inquiries: Recent Attempts to Obtain New Credit; B3-5.3-07 Significant Derogatory Credit Events — Waiting Periods and Re-establishing Credit; B3-5.3-08 Extenuating Circumstances for Derogatory Credit,NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Requires knowing the underwrite was manual and that authorized-user tradelines were included, facts requiring credit report content review, not just inventory presence.",
O-FNM-15307,Credit - Liabilities,O-FNM-50266,Critical,Were all traditional credit history requirements met?,The use of revolving credit was not evaluated by comparing the current balance on each open account to determine if the borrower has a pattern of using revolving accounts up to the credit limit to determine credit management risk.,scripted_review,B3-5.3-03 Previous Mortgage Payment History; B3-5.3-04 Inquiries: Recent Attempts to Obtain New Credit; B3-5.3-07 Significant Derogatory Credit Events — Waiting Periods and Re-establishing Credit; B3-5.3-08 Extenuating Circumstances for Derogatory Credit,NEEDS_REVIEW,EXTRACTION_GAP_DOC_PRESENT,creditLimitAmount null on every liability -- revolving utilization uncomputable,No data present for scripted_review_checklist__the_use_of_revolving_credit_was_not_evaluated_by_c__53051d7b -- cannot determine whether this condition is true or false; needs SME review.
O-FNM-15307,Credit - Liabilities,O-FNM-00195,Critical,Were all traditional credit history requirements met?,The credit report does not provide a 12-month previous mortgage payment history and the history was not verified with acceptable alternate documentation.,doc_presence,B3-5.3-03 Previous Mortgage Payment History; B3-5.3-04 Inquiries: Recent Attempts to Obtain New Credit; B3-5.3-07 Significant Derogatory Credit Events — Waiting Periods and Re-establishing Credit; B3-5.3-08 Extenuating Circumstances for Derogatory Credit,NOT_COMPILED,NOT_COMPILED_COMPOUND_DOCS_NEEDS_MULTI_DOC_LOGIC,"Payment history can be satisfied either by the credit report's own data or by acceptable alternate documentation — a disjunctive requirement, so no single document decides it.",
O-FNM-15307,Credit - Liabilities,O-FNM-00201,Critical,Were all traditional credit history requirements met?,"Requirements for re-establishing credit were not met where there has been a foreclosure, deed-in-lieu, preforeclosure/short sale, mortgage charge-off and/or bankruptcy.",doc_presence,B3-5.3-03 Previous Mortgage Payment History; B3-5.3-04 Inquiries: Recent Attempts to Obtain New Credit; B3-5.3-07 Significant Derogatory Credit Events — Waiting Periods and Re-establishing Credit; B3-5.3-08 Extenuating Circumstances for Derogatory Credit,NOT_COMPILED,DEMO_EXCLUDED,not_automatable_for_demo,
O-FNM-15307,Credit - Liabilities,O-FNM-00198,Critical,Were all traditional credit history requirements met?,"A previous foreclosure, deed-in-lieu, preforeclosure/short sale, mortgage charge-off and/or bankruptcy has occurred without all waiting period requirements being met as applicable.",date_window,B3-5.3-03 Previous Mortgage Payment History; B3-5.3-04 Inquiries: Recent Attempts to Obtain New Credit; B3-5.3-07 Significant Derogatory Credit Events — Waiting Periods and Re-establishing Credit; B3-5.3-08 Extenuating Circumstances for Derogatory Credit,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15308,Credit - Liabilities,O-FNM-58788,Critical,Were all nontraditional credit history requirements met?,The borrower(s) with a credit score was/were contributing 50% or less of the qualifying income and nontraditional credit history was not documented for each borrower without a credit score.,computation,B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit; B3-5.4-02 Number and Types of Nontraditional Credit References; B3-5.4-03 Documentation and Assessment of a Nontraditional Credit History; B3-5.1-01 General Requirements for Credit Scores,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Nontraditional-credit trigger requires a borrower WITHOUT a credit score; the sole borrower has all three bureau scores extracted (Experian 742, TransUnion 740, Equifax 724).",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15308,Credit - Liabilities,O-FNM-58787,Critical,Were all nontraditional credit history requirements met?,"The DU underwritten loan was not a purchase or limited cash-out refinance of a 1–4 unit principal residence with all borrowers occupying as required when no borrower on the loan had a credit score, and no borrower had at least one credit account or installment account reported on their credit report.",threshold_eligibility,B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit; B3-5.4-02 Number and Types of Nontraditional Credit References; B3-5.4-03 Documentation and Assessment of a Nontraditional Credit History; B3-5.1-01 General Requirements for Credit Scores,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires nontraditional credit (a borrower without a usable credit score); the sole borrower has all three bureau scores extracted: experian=742, transunion=740, equifax=724, with a traditional Credit Report documents[0] in the closed doc inventory. Nontraditional-credit provisions provably cannot attach.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15308,Credit - Liabilities,O-FNM-56149,Critical,Were all nontraditional credit history requirements met?,"Nontraditional credit was used, but the loan was not a fixed rate meeting baseline loan limits for conforming loans.",threshold_eligibility,B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit; B3-5.4-02 Number and Types of Nontraditional Credit References; B3-5.4-03 Documentation and Assessment of a Nontraditional Credit History; B3-5.1-01 General Requirements for Credit Scores,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires nontraditional credit (a borrower without a usable credit score); the sole borrower has all three bureau scores extracted: experian=742, transunion=740, equifax=724, with a traditional Credit Report documents[0] in the closed doc inventory. Nontraditional-credit provisions provably cannot attach.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15308,Credit - Liabilities,O-FNM-56147,Critical,Were all nontraditional credit history requirements met?,Nontraditional credit was used for a subject property that is not a 1-4 unit principal residence.,threshold_eligibility,B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit; B3-5.4-02 Number and Types of Nontraditional Credit References; B3-5.4-03 Documentation and Assessment of a Nontraditional Credit History; B3-5.1-01 General Requirements for Credit Scores,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires nontraditional credit (a borrower without a usable credit score); the sole borrower has all three bureau scores extracted: experian=742, transunion=740, equifax=724, with a traditional Credit Report documents[0] in the closed doc inventory. Nontraditional-credit provisions provably cannot attach.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15308,Credit - Liabilities,O-FNM-56148,Critical,Were all nontraditional credit history requirements met?,Nontraditional credit was used in a transaction other than a purchase or limited cash-out refinance.,threshold_eligibility,B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit; B3-5.4-02 Number and Types of Nontraditional Credit References; B3-5.4-03 Documentation and Assessment of a Nontraditional Credit History; B3-5.1-01 General Requirements for Credit Scores,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires nontraditional credit (a borrower without a usable credit score); the sole borrower has all three bureau scores extracted: experian=742, transunion=740, equifax=724, with a traditional Credit Report documents[0] in the closed doc inventory. Nontraditional-credit provisions provably cannot attach.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15308,Credit - Liabilities,O-FNM-57520,Critical,Were all nontraditional credit history requirements met?,A minimum of 12 months of reserves was not documented where nontraditional credit was used for borrowers who do not have a housing history.,computation,B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit; B3-5.4-02 Number and Types of Nontraditional Credit References; B3-5.4-03 Documentation and Assessment of a Nontraditional Credit History; B3-5.1-01 General Requirements for Credit Scores,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,12-months-reserves requirement triggers only where nontraditional credit was used for a borrower without a credit score; the sole borrower has all three bureau scores extracted (742/740/724).,Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15308,Credit - Liabilities,O-FNM-50269,Critical,Were all nontraditional credit history requirements met?,The number of non-traditional credit sources provided does not meet requirements or as was required per DU and/or was not from an eligible source.,threshold_eligibility,B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit; B3-5.4-02 Number and Types of Nontraditional Credit References; B3-5.4-03 Documentation and Assessment of a Nontraditional Credit History; B3-5.1-01 General Requirements for Credit Scores,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires nontraditional credit (a borrower without a usable credit score); the sole borrower has all three bureau scores extracted: experian=742, transunion=740, equifax=724, with a traditional Credit Report documents[0] in the closed doc inventory. Nontraditional-credit provisions provably cannot attach.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15308,Credit - Liabilities,O-FNM-57519,Critical,Were all nontraditional credit history requirements met?,An unacceptable source was used to verify the nontraditional housing payments.,threshold_eligibility,B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit; B3-5.4-02 Number and Types of Nontraditional Credit References; B3-5.4-03 Documentation and Assessment of a Nontraditional Credit History; B3-5.1-01 General Requirements for Credit Scores,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires nontraditional credit (a borrower without a usable credit score); the sole borrower has all three bureau scores extracted: experian=742, transunion=740, equifax=724, with a traditional Credit Report documents[0] in the closed doc inventory. Nontraditional-credit provisions provably cannot attach.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
